classe,desc_classe,desc_divisao,desc_grupo,desc_secao,desc_subclasse,divisao,grupo,secao,subclasse,cnpj
87204,"87204 - ATIVIDADES DE ASSISTENCIA PSICOSSOCIAL E A SAUDE A PORTADORES DE DISTURBIOS PSIQUICOS, DEFICIENCIA MENTAL E DEPENDENCIA QUIMICA","87 - ATIVIDADES DE ATENCAO A SAUDE HUMANA INTEGRADAS COM ASSISTENCIA SOCIAL, PRESTADAS EM RESIDENCIAS COLETIVAS E PARTICULARES","872 - ATIVIDADES DE ASSISTENCIA PSICOSSOCIAL E A SAUDE A PORTADORES DE DISTURBIOS PSIQUICOS, DEFICIENCIA MENTAL E DEPENDENCIA QUIMICA",Q - SAUDE HUMANA E SERVICOS SOCIAIS,"8720499 - ATIVIDADES DE ASSISTENCIA PSICOSSOCIAL E A SAUDE A PORTADORES DE DISTURBIOS PSIQUICOS, DEFICIENCIA MENTAL E DEPENDENCIA QUIMICA E GRUPOS SIMILARES NAO ESPECIFICADAS ANTERIORMENTE",87,872,Q,8720499,81880940000114
38327,38327 - RECUPERACAO DE MATERIAIS PLASTICOS,"38 - COLETA, TRATAMENTO E DISPOSICAO DE RESIDUOS; RECUPERACAO DE MATERIAIS",383 - RECUPERACAO DE MATERIAIS,"E - AGUA, ESGOTO, ATIVIDADES DE GESTAO DE RESIDUOS E DESCONTAMINACAO",3832700 - RECUPERACAO DE MATERIAIS PLASTICOS,38,383,E,3832700,26286643000137
33147,33147 - MANUTENCAO E REPARACAO DE MAQUINAS E EQUIPAMENTOS DA INDUSTRIA MECANICA,"33 - MANUTENCAO, REPARACAO E INSTALACAO DE MAQUINAS E EQUIPAMENTOS",331 - MANUTENCAO E REPARACAO DE MAQUINAS E EQUIPAMENTOS,C - INDUSTRIAS DE TRANSFORMACAO,"3314717 - MANUTENCAO E REPARACAO DE MAQUINAS E EQUIPAMENTOS DE TERRAPLENAGEM, PAVIMENTACAO E CONSTRUCAO, EXCETO TRATORES",33,331,C,3314717,37316336000178
01610,01610 - ATIVIDADES DE APOIO A AGRICULTURA,"01 - AGRICULTURA, PECUARIA E SERVICOS RELACIONADOS",016 - ATIVIDADES DE APOIO A AGRICULTURA E A PECUARIA; ATIVIDADES DE POS-COLHEITA,"A - AGRICULTURA, PECUARIA, PRODUCAO FLORESTAL, PESCA E AQUICULTURA","0161003 - SERVICO DE PREPARACAO DE TERRENO, CULTIVO E COLHEITA",01,016,A,0161003,17977954000151
23303,"23303 - FABRICACAO DE ARTEFATOS DE CONCRETO, CIMENTO, FIBROCIMENTO, GESSO E MATERIAIS SEMELHANTES",23 - FABRICACAO DE PRODUTOS DE MINERAIS NAO METALICOS,"233 - FABRICACAO DE ARTEFATOS DE CONCRETO, CIMENTO, FIBROCIMENTO, GESSO E MATERIAIS SEMELHANTES",C - INDUSTRIAS DE TRANSFORMACAO,"2330301 - FABRICACAO DE ESTRUTURAS PRE-MOLDADAS DE CONCRETO ARMADO, EM SERIE E SOB ENCOMENDA",23,233,C,2330301,27351963000196
23303,"23303 - FABRICACAO DE ARTEFATOS DE CONCRETO, CIMENTO, FIBROCIMENTO, GESSO E MATERIAIS SEMELHANTES",23 - FABRICACAO DE PRODUTOS DE MINERAIS NAO METALICOS,"233 - FABRICACAO DE ARTEFATOS DE CONCRETO, CIMENTO, FIBROCIMENTO, GESSO E MATERIAIS SEMELHANTES",C - INDUSTRIAS DE TRANSFORMACAO,"2330301 - FABRICACAO DE ESTRUTURAS PRE-MOLDADAS DE CONCRETO ARMADO, EM SERIE E SOB ENCOMENDA",23,233,C,2330301,27351963000196
23915,23915 - APARELHAMENTO E OUTROS TRABALHOS EM PEDRAS,23 - FABRICACAO DE PRODUTOS DE MINERAIS NAO METALICOS,239 - APARELHAMENTO DE PEDRAS E FABRICACAO DE OUTROS PRODUTOS DE MINERAIS NAO METALICOS,C - INDUSTRIAS DE TRANSFORMACAO,"2391503 - APARELHAMENTO DE PLACAS E EXECUCAO DE TRABALHOS EM MARMORE, GRANITO, ARDOSIA E OUTRAS PEDRAS",23,239,C,2391503,27351963000196
42928,42928 - MONTAGEM DE INSTALACOES INDUSTRIAIS E DE ESTRUTURAS METALICAS,42 - OBRAS DE INFRAESTRUTURA,429 - CONSTRUCAO DE OUTRAS OBRAS DE INFRAESTRUTURA,F - CONSTRUCAO,4292801 - MONTAGEM DE ESTRUTURAS METALICAS,42,429,F,4292801,27351963000196
43134,43134 - OBRAS DE TERRAPLENAGEM,43 - SERVICOS ESPECIALIZADOS PARA CONSTRUCAO,431 - DEMOLICAO E PREPARACAO DO TERRENO,F - CONSTRUCAO,4313400 - OBRAS DE TERRAPLENAGEM,43,431,F,4313400,27351963000196
43304,43304 - OBRAS DE ACABAMENTO,43 - SERVICOS ESPECIALIZADOS PARA CONSTRUCAO,433 - OBRAS DE ACABAMENTO,F - CONSTRUCAO,"4330402 - INSTALACAO DE PORTAS, JANELAS, TETOS, DIVISORIAS E ARMARIOS EMBUTIDOS DE QUALQUER MATERIAL",43,433,F,4330402,27351963000196
43991,43991 - SERVICOS ESPECIALIZADOS PARA CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE,43 - SERVICOS ESPECIALIZADOS PARA CONSTRUCAO,439 - OUTROS SERVICOS ESPECIALIZADOS PARA CONSTRUCAO,F - CONSTRUCAO,4399104 - SERVICOS DE OPERACAO E FORNECIMENTO DE EQUIPAMENTOS PARA TRANSPORTE E ELEVACAO DE CARGAS E PESSOAS PARA USO EM OBRAS,43,439,F,4399104,27351963000196
45307,45307 - COMERCIO DE PECAS E ACESSORIOS PARA VEICULOS AUTOMOTORES,45 - COMERCIO E REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,453 - COMERCIO DE PECAS E ACESSORIOS PARA VEICULOS AUTOMOTORES,G - COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,4530704 - COMERCIO A VAREJO DE PECAS E ACESSORIOS USADOS PARA VEICULOS AUTOMOTORES,45,453,G,4530704,27351963000196
47326,47326 - COMERCIO VAREJISTA DE LUBRIFICANTES,47 - COMERCIO VAREJISTA,473 - COMERCIO VAREJISTA DE COMBUSTIVEIS PARA VEICULOS AUTOMOTORES,G - COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,4732600 - COMERCIO VAREJISTA DE LUBRIFICANTES,47,473,G,4732600,27351963000196
47415,47415 - COMERCIO VAREJISTA DE TINTAS E MATERIAIS PARA PINTURA,47 - COMERCIO VAREJISTA,474 - COMERCIO VAREJISTA DE MATERIAL DE CONSTRUCAO,G - COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,4741500 - COMERCIO VAREJISTA DE TINTAS E MATERIAIS PARA PINTURA,47,474,G,4741500,27351963000196
47423,47423 - COMERCIO VAREJISTA DE MATERIAL ELETRICO,47 - COMERCIO VAREJISTA,474 - COMERCIO VAREJISTA DE MATERIAL DE CONSTRUCAO,G - COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,4742300 - COMERCIO VAREJISTA DE MATERIAL ELETRICO,47,474,G,4742300,27351963000196
47431,47431 - COMERCIO VAREJISTA DE VIDROS,47 - COMERCIO VAREJISTA,474 - COMERCIO VAREJISTA DE MATERIAL DE CONSTRUCAO,G - COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,4743100 - COMERCIO VAREJISTA DE VIDROS,47,474,G,4743100,27351963000196
47440,"47440 - COMERCIO VAREJISTA DE FERRAGENS, MADEIRA E MATERIAIS DE CONSTRUCAO",47 - COMERCIO VAREJISTA,474 - COMERCIO VAREJISTA DE MATERIAL DE CONSTRUCAO,G - COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,4744001 - COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS,47,474,G,4744001,27351963000196
47440,"47440 - COMERCIO VAREJISTA DE FERRAGENS, MADEIRA E MATERIAIS DE CONSTRUCAO",47 - COMERCIO VAREJISTA,474 - COMERCIO VAREJISTA DE MATERIAL DE CONSTRUCAO,G - COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,4744005 - COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE,47,474,G,4744005,27351963000196
47512,47512 - COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA,47 - COMERCIO VAREJISTA,475 - COMERCIO VAREJISTA DE EQUIPAMENTOS DE INFORMATICA E COMUNICACAO; EQUIPAMENTOS E ARTIGOS DE USO DOMESTICO,G - COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,4751201 - COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA,47,475,G,4751201,27351963000196
47539,47539 - COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO,47 - COMERCIO VAREJISTA,475 - COMERCIO VAREJISTA DE EQUIPAMENTOS DE INFORMATICA E COMUNICACAO; EQUIPAMENTOS E ARTIGOS DE USO DOMESTICO,G - COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,4753900 - COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO,47,475,G,4753900,27351963000196
47547,"47547 - COMERCIO VAREJISTA ESPECIALIZADO DE MOVEIS, COLCHOARIA E ARTIGOS DE ILUMINACAO",47 - COMERCIO VAREJISTA,475 - COMERCIO VAREJISTA DE EQUIPAMENTOS DE INFORMATICA E COMUNICACAO; EQUIPAMENTOS E ARTIGOS DE USO DOMESTICO,G - COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,4754701 - COMERCIO VAREJISTA DE MOVEIS,47,475,G,4754701,27351963000196
47547,"47547 - COMERCIO VAREJISTA ESPECIALIZADO DE MOVEIS, COLCHOARIA E ARTIGOS DE ILUMINACAO",47 - COMERCIO VAREJISTA,475 - COMERCIO VAREJISTA DE EQUIPAMENTOS DE INFORMATICA E COMUNICACAO; EQUIPAMENTOS E ARTIGOS DE USO DOMESTICO,G - COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,4754703 - COMERCIO VAREJISTA DE ARTIGOS DE ILUMINACAO,47,475,G,4754703,27351963000196
47555,"47555 - COMERCIO VAREJISTA ESPECIALIZADO DE TECIDOS E ARTIGOS DE CAMA, MESA E BANHO",47 - COMERCIO VAREJISTA,475 - COMERCIO VAREJISTA DE EQUIPAMENTOS DE INFORMATICA E COMUNICACAO; EQUIPAMENTOS E ARTIGOS DE USO DOMESTICO,G - COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,4755502 - COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO,47,475,G,4755502,27351963000196
47598,47598 - COMERCIO VAREJISTA DE ARTIGOS DE USO DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE,47 - COMERCIO VAREJISTA,475 - COMERCIO VAREJISTA DE EQUIPAMENTOS DE INFORMATICA E COMUNICACAO; EQUIPAMENTOS E ARTIGOS DE USO DOMESTICO,G - COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,4759899 - COMERCIO VAREJISTA DE OUTROS ARTIGOS DE USO DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE,47,475,G,4759899,27351963000196
47610,"47610 - COMERCIO VAREJISTA DE LIVROS, JORNAIS, REVISTAS E PAPELARIA",47 - COMERCIO VAREJISTA,"476 - COMERCIO VAREJISTA DE ARTIGOS CULTURAIS, RECREATIVOS E ESPORTIVOS",G - COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,4761003 - COMERCIO VAREJISTA DE ARTIGOS DE PAPELARIA,47,476,G,4761003,27351963000196
47636,47636 - COMERCIO VAREJISTA DE ARTIGOS RECREATIVOS E ESPORTIVOS,47 - COMERCIO VAREJISTA,"476 - COMERCIO VAREJISTA DE ARTIGOS CULTURAIS, RECREATIVOS E ESPORTIVOS",G - COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,4763601 - COMERCIO VAREJISTA DE BRINQUEDOS E ARTIGOS RECREATIVOS,47,476,G,4763601,27351963000196
47636,47636 - COMERCIO VAREJISTA DE ARTIGOS RECREATIVOS E ESPORTIVOS,47 - COMERCIO VAREJISTA,"476 - COMERCIO VAREJISTA DE ARTIGOS CULTURAIS, RECREATIVOS E ESPORTIVOS",G - COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,4763602 - COMERCIO VAREJISTA DE ARTIGOS ESPORTIVOS,47,476,G,4763602,27351963000196
47814,47814 - COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,47 - COMERCIO VAREJISTA,478 - COMERCIO VAREJISTA DE PRODUTOS NOVOS NAO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,G - COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,4781400 - COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,47,478,G,4781400,27351963000196
47822,47822 - COMERCIO VAREJISTA DE CALCADOS E ARTIGOS DE VIAGEM,47 - COMERCIO VAREJISTA,478 - COMERCIO VAREJISTA DE PRODUTOS NOVOS NAO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,G - COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,4782201 - COMERCIO VAREJISTA DE CALCADOS,47,478,G,4782201,27351963000196
47890,47890 - COMERCIO VAREJISTA DE OUTROS PRODUTOS NOVOS NAO ESPECIFICADOS ANTERIORMENTE,47 - COMERCIO VAREJISTA,478 - COMERCIO VAREJISTA DE PRODUTOS NOVOS NAO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,G - COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,4789007 - COMERCIO VAREJISTA DE EQUIPAMENTOS PARA ESCRITORIO,47,478,G,4789007,27351963000196
52290,52290 - ATIVIDADES AUXILIARES DOS TRANSPORTES TERRESTRES NAO ESPECIFICADAS ANTERIORMENTE,52 - ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,522 - ATIVIDADES AUXILIARES DOS TRANSPORTES TERRESTRES,"H - TRANSPORTE, ARMAZENAGEM E CORREIO",5229002 - SERVICOS DE REBOQUE DE VEICULOS,52,522,H,5229002,27351963000196
77195,"77195 - LOCACAO DE MEIOS DE TRANSPORTE, EXCETO AUTOMOVEIS, SEM CONDUTOR",77 - ALUGUEIS NAO IMOBILIARIOS E GESTAO DE ATIVOS INTANGIVEIS NAO FINANCEIROS,771 - LOCACAO DE MEIOS DE TRANSPORTE SEM CONDUTOR,N - ATIVIDADES ADMINISTRATIVAS E SERVICOS COMPLEMENTARES,"7719599 - LOCACAO DE OUTROS MEIOS DE TRANSPORTE NAO ESPECIFICADOS ANTERIORMENTE, SEM CONDUTOR",77,771,N,7719599,27351963000196
82199,"82199 - FOTOCOPIAS, PREPARACAO DE DOCUMENTOS E OUTROS SERVICOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO","82 - SERVICOS DE ESCRITORIO, DE APOIO ADMINISTRATIVO E OUTROS SERVICOS PRESTADOS PRINCIPALMENTE AS EMPRESAS",821 - SERVICOS DE ESCRITORIO E APOIO ADMINISTRATIVO,N - ATIVIDADES ADMINISTRATIVAS E SERVICOS COMPLEMENTARES,8219999 - PREPARACAO DE DOCUMENTOS E SERVICOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO NAO ESPECIFICADOS ANTERIORMENTE,82,821,N,8219999,27351963000196
43134,43134 - OBRAS DE TERRAPLENAGEM,43 - SERVICOS ESPECIALIZADOS PARA CONSTRUCAO,431 - DEMOLICAO E PREPARACAO DO TERRENO,F - CONSTRUCAO,4313400 - OBRAS DE TERRAPLENAGEM,43,431,F,4313400,15087205000123
47725,"47725 - COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL",47 - COMERCIO VAREJISTA,"477 - COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS, PERFUMARIA E COSMETICOS E ARTIGOS MEDICOS, OPTICOS E ORTOPEDICOS",G - COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,"4772500 - COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL",47,477,G,4772500,04104008000159
47636,47636 - COMERCIO VAREJISTA DE ARTIGOS RECREATIVOS E ESPORTIVOS,47 - COMERCIO VAREJISTA,"476 - COMERCIO VAREJISTA DE ARTIGOS CULTURAIS, RECREATIVOS E ESPORTIVOS",G - COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,4763601 - COMERCIO VAREJISTA DE BRINQUEDOS E ARTIGOS RECREATIVOS,47,476,G,4763601,04104008000159
47555,"47555 - COMERCIO VAREJISTA ESPECIALIZADO DE TECIDOS E ARTIGOS DE CAMA, MESA E BANHO",47 - COMERCIO VAREJISTA,475 - COMERCIO VAREJISTA DE EQUIPAMENTOS DE INFORMATICA E COMUNICACAO; EQUIPAMENTOS E ARTIGOS DE USO DOMESTICO,G - COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,"4755503 - COMERCIO VAREJISTA DE ARTIGOS DE CAMA, MESA E BANHO",47,475,G,4755503,04104008000159
81222,81222 - IMUNIZACAO E CONTROLE DE PRAGAS URBANAS,81 - SERVICOS PARA EDIFICIOS E ATIVIDADES PAISAGISTICAS,812 - ATIVIDADES DE LIMPEZA,N - ATIVIDADES ADMINISTRATIVAS E SERVICOS COMPLEMENTARES,8122200 - IMUNIZACAO E CONTROLE DE PRAGAS URBANAS,81,812,N,8122200,14029530000177
82113,82113 - SERVICOS COMBINADOS DE ESCRITORIO E APOIO ADMINISTRATIVO,"82 - SERVICOS DE ESCRITORIO, DE APOIO ADMINISTRATIVO E OUTROS SERVICOS PRESTADOS PRINCIPALMENTE AS EMPRESAS",821 - SERVICOS DE ESCRITORIO E APOIO ADMINISTRATIVO,N - ATIVIDADES ADMINISTRATIVAS E SERVICOS COMPLEMENTARES,8211300 - SERVICOS COMBINADOS DE ESCRITORIO E APOIO ADMINISTRATIVO,82,821,N,8211300,14029530000177
46125,"46125 - REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE COMBUSTIVEIS, MINERAIS, PRODUTOS SIDERURGICOS E QUIMICOS","46 - COMERCIO POR ATACADO, EXCETO VEICULOS AUTOMOTORES E MOTOCICLETAS","461 - REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO, EXCETO DE VEICULOS AUTOMOTORES E MOTOCICLETAS",G - COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,"4612500 - REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE COMBUSTIVEIS, MINERAIS, PRODUTOS SIDERURGICOS E QUIMICOS",46,461,G,4612500,36032006000198
47440,"47440 - COMERCIO VAREJISTA DE FERRAGENS, MADEIRA E MATERIAIS DE CONSTRUCAO",47 - COMERCIO VAREJISTA,474 - COMERCIO VAREJISTA DE MATERIAL DE CONSTRUCAO,G - COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,4744001 - COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS,47,474,G,4744001,32892399000159
47440,"47440 - COMERCIO VAREJISTA DE FERRAGENS, MADEIRA E MATERIAIS DE CONSTRUCAO",47 - COMERCIO VAREJISTA,474 - COMERCIO VAREJISTA DE MATERIAL DE CONSTRUCAO,G - COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,4744099 - COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL,47,474,G,4744099,32892399000159
86305,86305 - ATIVIDADES DE ATENCAO AMBULATORIAL EXECUTADAS POR MEDICOS E ODONTOLOGOS,86 - ATIVIDADES DE ATENCAO A SAUDE HUMANA,863 - ATIVIDADES DE ATENCAO AMBULATORIAL EXECUTADAS POR MEDICOS E ODONTOLOGOS,Q - SAUDE HUMANA E SERVICOS SOCIAIS,8630502 - ATIVIDADE MEDICA AMBULATORIAL COM RECURSOS PARA REALIZACAO DE EXAMES COMPLEMENTARES,86,863,Q,8630502,35496705000126
95118,95118 - REPARACAO E MANUTENCAO DE COMPUTADORES E DE EQUIPAMENTOS PERIFERICOS,95 - REPARACAO E MANUTENCAO DE EQUIPAMENTOS DE INFORMATICA E COMUNICACAO E DE OBJETOS PESSOAIS E DOMESTICOS,951 - REPARACAO E MANUTENCAO DE EQUIPAMENTOS DE INFORMATICA E COMUNICACAO,S - OUTRAS ATIVIDADES DE SERVICOS,9511800 - REPARACAO E MANUTENCAO DE COMPUTADORES E DE EQUIPAMENTOS PERIFERICOS,95,951,S,9511800,40456299000108
82199,"82199 - FOTOCOPIAS, PREPARACAO DE DOCUMENTOS E OUTROS SERVICOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO","82 - SERVICOS DE ESCRITORIO, DE APOIO ADMINISTRATIVO E OUTROS SERVICOS PRESTADOS PRINCIPALMENTE AS EMPRESAS",821 - SERVICOS DE ESCRITORIO E APOIO ADMINISTRATIVO,N - ATIVIDADES ADMINISTRATIVAS E SERVICOS COMPLEMENTARES,8219901 - FOTOCOPIAS,82,821,N,8219901,40456299000108
47512,47512 - COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA,47 - COMERCIO VAREJISTA,475 - COMERCIO VAREJISTA DE EQUIPAMENTOS DE INFORMATICA E COMUNICACAO; EQUIPAMENTOS E ARTIGOS DE USO DOMESTICO,G - COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,4751202 - RECARGA DE CARTUCHOS PARA EQUIPAMENTOS DE INFORMATICA,47,475,G,4751202,40456299000108
47890,47890 - COMERCIO VAREJISTA DE OUTROS PRODUTOS NOVOS NAO ESPECIFICADOS ANTERIORMENTE,47 - COMERCIO VAREJISTA,478 - COMERCIO VAREJISTA DE PRODUTOS NOVOS NAO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,G - COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,4789007 - COMERCIO VAREJISTA DE EQUIPAMENTOS PARA ESCRITORIO,47,478,G,4789007,40456299000108
43215,43215 - INSTALACOES ELETRICAS,43 - SERVICOS ESPECIALIZADOS PARA CONSTRUCAO,"432 - INSTALACOES ELETRICAS, HIDRAULICAS E OUTRAS INSTALACOES EM CONSTRUCOES",F - CONSTRUCAO,4321500 - INSTALACAO E MANUTENCAO ELETRICA,43,432,F,4321500,40254238000168
56112,56112 - RESTAURANTES E OUTROS ESTABELECIMENTOS DE SERVICOS DE ALIMENTACAO E BEBIDAS,56 - ALIMENTACAO,561 - RESTAURANTES E OUTROS SERVICOS DE ALIMENTACAO E BEBIDAS,I - ALOJAMENTO E ALIMENTACAO,"5611203 - LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES",56,561,I,5611203,40321936000139
56112,56112 - RESTAURANTES E OUTROS ESTABELECIMENTOS DE SERVICOS DE ALIMENTACAO E BEBIDAS,56 - ALIMENTACAO,561 - RESTAURANTES E OUTROS SERVICOS DE ALIMENTACAO E BEBIDAS,I - ALOJAMENTO E ALIMENTACAO,"5611205 - BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",56,561,I,5611205,40321936000139
47890,47890 - COMERCIO VAREJISTA DE OUTROS PRODUTOS NOVOS NAO ESPECIFICADOS ANTERIORMENTE,47 - COMERCIO VAREJISTA,478 - COMERCIO VAREJISTA DE PRODUTOS NOVOS NAO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,G - COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,4789099 - COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE,47,478,G,4789099,39568895000109
47814,47814 - COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,47 - COMERCIO VAREJISTA,478 - COMERCIO VAREJISTA DE PRODUTOS NOVOS NAO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,G - COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,4781400 - COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,47,478,G,4781400,39568895000109
47555,"47555 - COMERCIO VAREJISTA ESPECIALIZADO DE TECIDOS E ARTIGOS DE CAMA, MESA E BANHO",47 - COMERCIO VAREJISTA,475 - COMERCIO VAREJISTA DE EQUIPAMENTOS DE INFORMATICA E COMUNICACAO; EQUIPAMENTOS E ARTIGOS DE USO DOMESTICO,G - COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,"4755503 - COMERCIO VAREJISTA DE ARTIGOS DE CAMA, MESA E BANHO",47,475,G,4755503,39568895000109
47831,47831 - COMERCIO VAREJISTA DE JOIAS E RELOGIOS,47 - COMERCIO VAREJISTA,478 - COMERCIO VAREJISTA DE PRODUTOS NOVOS NAO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,G - COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,4783101 - COMERCIO VAREJISTA DE ARTIGOS DE JOALHERIA,47,478,G,4783101,39568895000109
86305,86305 - ATIVIDADES DE ATENCAO AMBULATORIAL EXECUTADAS POR MEDICOS E ODONTOLOGOS,86 - ATIVIDADES DE ATENCAO A SAUDE HUMANA,863 - ATIVIDADES DE ATENCAO AMBULATORIAL EXECUTADAS POR MEDICOS E ODONTOLOGOS,Q - SAUDE HUMANA E SERVICOS SOCIAIS,8630503 - ATIVIDADE MEDICA AMBULATORIAL RESTRITA A CONSULTAS,86,863,Q,8630503,24142248000155
86101,86101 - ATIVIDADES DE ATENDIMENTO HOSPITALAR,86 - ATIVIDADES DE ATENCAO A SAUDE HUMANA,861 - ATIVIDADES DE ATENDIMENTO HOSPITALAR,Q - SAUDE HUMANA E SERVICOS SOCIAIS,8610102 - ATIVIDADES DE ATENDIMENTO EM PRONTO-SOCORRO E UNIDADES HOSPITALARES PARA ATENDIMENTO A URGENCIAS,86,861,Q,8610102,24142248000155
01610,01610 - ATIVIDADES DE APOIO A AGRICULTURA,"01 - AGRICULTURA, PECUARIA E SERVICOS RELACIONADOS",016 - ATIVIDADES DE APOIO A AGRICULTURA E A PECUARIA; ATIVIDADES DE POS-COLHEITA,"A - AGRICULTURA, PECUARIA, PRODUCAO FLORESTAL, PESCA E AQUICULTURA",0161001 - SERVICO DE PULVERIZACAO E CONTROLE DE PRAGAS AGRICOLAS,01,016,A,0161001,40082814000137
77217,77217 - ALUGUEL DE EQUIPAMENTOS RECREATIVOS E ESPORTIVOS,77 - ALUGUEIS NAO IMOBILIARIOS E GESTAO DE ATIVOS INTANGIVEIS NAO FINANCEIROS,772 - ALUGUEL DE OBJETOS PESSOAIS E DOMESTICOS,N - ATIVIDADES ADMINISTRATIVAS E SERVICOS COMPLEMENTARES,7721700 - ALUGUEL DE EQUIPAMENTOS RECREATIVOS E ESPORTIVOS,77,772,N,7721700,36669439000159
